date,close_value,highest_52_weeks_value,highest_date,lowest_52_weeks_value,lowest_date,is_high52,is_low52,business_days
2014-01-17,257.25,257.25,2014-01-17,257.25,2014-01-17,true,true,0
2014-01-21,278.25,278.25,2014-01-21,257.25,2014-01-17,true,false,1
2014-01-22,278.25,278.25,2014-01-22,257.25,2014-01-17,true,false,2
2014-01-23,248.85000610351562,278.25,2014-01-22,248.85000610351562,2014-01-23,false,true,3
2014-01-24,266.70001220703125,278.25,2014-01-22,248.85000610351562,2014-01-23,false,false,4
2014-01-27,273,278.25,2014-01-22,248.85000610351562,2014-01-23,false,false,5
2014-01-28,262.5,278.25,2014-01-22,248.85000610351562,2014-01-23,false,false,6
2014-01-29,273,278.25,2014-01-22,248.85000610351562,2014-01-23,false,false,7
2014-01-30,256.20001220703125,278.25,2014-01-22,248.85000610351562,2014-01-23,false,false,8
2014-01-31,257.25,278.25,2014-01-22,248.85000610351562,2014-01-23,false,false,9
2014-02-03,246.75,278.25,2014-01-22,246.75,2014-02-03,false,true,10
2014-02-04,252,278.25,2014-01-22,246.75,2014-02-03,false,false,11
2014-02-05,262.5,278.25,2014-01-22,246.75,2014-02-03,false,false,12
2014-02-06,308.70001220703125,308.70001220703125,2014-02-06,246.75,2014-02-03,true,false,13
2014-02-07,333.8999938964844,333.8999938964844,2014-02-07,246.75,2014-02-03,true,false,14
2014-02-10,315,333.8999938964844,2014-02-07,246.75,2014-02-03,false,false,15
2014-02-11,312.8999938964844,333.8999938964844,2014-02-07,246.75,2014-02-03,false,false,16
2014-02-12,315,333.8999938964844,2014-02-07,246.75,2014-02-03,false,false,17
2014-02-13,315,333.8999938964844,2014-02-07,246.75,2014-02-03,false,false,18
2014-02-14,299.25,333.8999938964844,2014-02-07,246.75,2014-02-03,false,false,19
2014-02-18,315,333.8999938964844,2014-02-07,246.75,2014-02-03,false,false,20
2014-02-19,346.5,346.5,2014-02-19,246.75,2014-02-03,true,false,21
2014-02-20,400.04998779296875,400.04998779296875,2014-02-20,246.75,2014-02-03,true,false,22
2014-02-21,544.9500122070312,544.9500122070312,2014-02-21,246.75,2014-02-03,true,false,23
2014-02-24,803.25,803.25,2014-02-24,246.75,2014-02-03,true,false,24
2014-02-25,625.7999877929688,803.25,2014-02-24,246.75,2014-02-03,false,false,25
2014-02-26,672,803.25,2014-02-24,246.75,2014-02-03,false,false,26
2014-02-27,682.5,803.25,2014-02-24,246.75,2014-02-03,false,false,27
2014-02-28,630,803.25,2014-02-24,246.75,2014-02-03,false,false,28
2014-03-03,557.5499877929688,803.25,2014-02-24,246.75,2014-02-03,false,false,29
2014-03-04,540.75,803.25,2014-02-24,246.75,2014-02-03,false,false,30
2014-03-05,567,803.25,2014-02-24,246.75,2014-02-03,false,false,31
2014-03-06,605.8499755859375,803.25,2014-02-24,246.75,2014-02-03,false,false,32
2014-03-07,567,803.25,2014-02-24,246.75,2014-02-03,false,false,33
2014-03-10,543.9000244140625,803.25,2014-02-24,246.75,2014-02-03,false,false,34
2014-03-11,509.25,803.25,2014-02-24,246.75,2014-02-03,false,false,35
2014-03-12,476.70001220703125,803.25,2014-02-24,246.75,2014-02-03,false,false,36
2014-03-13,472.5,803.25,2014-02-24,246.75,2014-02-03,false,false,37
2014-03-14,464.1000061035156,803.25,2014-02-24,246.75,2014-02-03,false,false,38
2014-03-17,467.25,803.25,2014-02-24,246.75,2014-02-03,false,false,39
2014-03-18,522.9000244140625,803.25,2014-02-24,246.75,2014-02-03,false,false,40
2014-03-19,467.25,803.25,2014-02-24,246.75,2014-02-03,false,false,41
2014-03-20,446.25,803.25,2014-02-24,246.75,2014-02-03,false,false,42
2014-03-21,408.45001220703125,803.25,2014-02-24,246.75,2014-02-03,false,false,43
2014-03-24,374.8500061035156,803.25,2014-02-24,246.75,2014-02-03,false,false,44
2014-03-25,361.20001220703125,803.25,2014-02-24,246.75,2014-02-03,false,false,45
2014-03-26,343.3500061035156,803.25,2014-02-24,246.75,2014-02-03,false,false,46
2014-03-27,346.5,803.25,2014-02-24,246.75,2014-02-03,false,false,47
2014-03-28,346.5,803.25,2014-02-24,246.75,2014-02-03,false,false,48
2014-03-31,334.95001220703125,803.25,2014-02-24,246.75,2014-02-03,false,false,49
2014-04-01,340.20001220703125,803.25,2014-02-24,246.75,2014-02-03,false,false,50
2014-04-02,330.75,803.25,2014-02-24,246.75,2014-02-03,false,false,51
2014-04-03,325.5,803.25,2014-02-24,246.75,2014-02-03,false,false,52
2014-04-04,315,803.25,2014-02-24,246.75,2014-02-03,false,false,53
2014-04-07,283.5,803.25,2014-02-24,246.75,2014-02-03,false,false,54
2014-04-08,273,803.25,2014-02-24,246.75,2014-02-03,false,false,55
2014-04-09,263.54998779296875,803.25,2014-02-24,246.75,2014-02-03,false,false,56
2014-04-10,263.54998779296875,803.25,2014-02-24,246.75,2014-02-03,false,false,57
